event_time,site_cam,session,path,modality,event_type,sensor_id,confidence,is_timelapse
2025-06-30 17:41:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174101_0335.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:41:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174101_0207.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:41:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174101_0208.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:41:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174102_0337.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:41:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174102_0209.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:42:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174201_0339.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:42:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174201_0340.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:42:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174201_0211.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:42:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174201_0212.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:42:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174202_0341.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:42:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174202_0213.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:43:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174301_0343.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:43:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174301_0344.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:43:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174301_0215.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:43:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174301_0216.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:43:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174302_0345.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:43:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174302_0217.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:44:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630174401_0348.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:44:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630174401_0347.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:44:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174401_0219.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:44:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174401_0220.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:44:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174402_0349.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:44:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174402_0221.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:45:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630174501_0351.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:45:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174501_0352.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:45:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174501_0224.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:45:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174501_0223.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:45:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174502_0353.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:45:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174502_0225.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:46:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174601_0355.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:46:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630174601_0356.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:46:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174601_0228.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:46:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174601_0227.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:46:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174602_0357.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:46:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174602_0229.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:47:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174701_0359.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:47:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174701_0360.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:47:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174701_0232.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:47:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174701_0231.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:47:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174702_0361.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:47:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174702_0233.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:48:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174801_0363.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:48:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630174801_0364.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:48:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174801_0235.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:48:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174801_0236.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:48:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630174802_0365.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:48:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174802_0237.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:49:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174901_0367.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:49:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630174901_0368.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:49:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174901_0239.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:49:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174901_0240.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:49:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630174902_0369.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:49:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630174902_0241.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:50:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175001_0371.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:50:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175001_0372.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:50:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175001_0244.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:50:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175001_0243.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:50:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175002_0373.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:50:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175002_0245.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:51:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175101_0376.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:51:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175101_0375.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:51:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175101_0247.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:51:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175101_0248.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:51:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175102_0377.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:51:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175102_0249.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:52:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175201_0380.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:52:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175201_0379.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:52:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175201_0251.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:52:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175201_0252.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:52:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175202_0381.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:52:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175202_0253.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:52:48,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175248_0384.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:52:48,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175248_0383.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:52:49,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175249_0385.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:53:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175301_0255.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:53:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175301_0256.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:53:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175302_0257.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:53:03,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175303_0387.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:53:03,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175303_0388.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:53:04,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175304_0389.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:54:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175401_0391.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:54:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175401_0392.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:54:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175401_0259.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:54:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175401_0260.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:54:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175402_0393.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:54:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175402_0261.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:55:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175501_0395.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:55:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175501_0396.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:55:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175501_0263.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:55:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175501_0264.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:55:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175502_0397.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:55:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175502_0265.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:56:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175601_0400.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:56:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175601_0399.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:56:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175601_0267.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:56:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175601_0268.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:56:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175602_0401.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:56:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175602_0269.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:57:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175701_0404.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:57:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175701_0403.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:57:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175701_0271.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:57:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175701_0272.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:57:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175702_0405.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:57:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175702_0273.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:58:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175801_0407.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:58:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175801_0408.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:58:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175801_0275.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:58:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175801_0276.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:58:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175802_0409.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:58:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175802_0277.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:59:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630175901_0412.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:59:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175901_0411.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:59:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175901_0279.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:59:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175901_0280.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 17:59:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630175902_0413.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 17:59:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630175902_0281.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 18:00:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630180001_0416.JPG,camera,camera_image,TW01-CT02,,True
2025-06-30 18:00:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630180001_0415.JPG,camera,camera_image,TW01-CT02,,True
2025-06-30 18:00:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630180001_0284.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 18:00:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630180001_0283.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 18:00:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630180002_0417.JPG,camera,camera_image,TW01-CT02,,True
2025-06-30 18:00:02,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630180002_0285.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 18:01:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630180101_0420.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 18:01:01,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images\NSCF0002_250630180101_0419.JPG,camera,camera_image,TW01-CT02,,False
2025-06-30 18:01:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630180101_0287.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 18:01:01,TW03-CT01,SD01_20250630_20250703,thewilds_cameratraps_full\TW03-CT01\SD01_20250630_20250703\images\101MEDIA\NSCF0001_250630180101_0288.JPG,camera,camera_image,TW03-CT01,,False
2025-06-30 18:01:02,TW01-CT02,SD02_20250630_20250703,thewilds_cameratraps_full\TW01-CT02\SD02_20250630_20250703\images_1\NSCF0002_250630180102_0421.JPG,camera,camera_image,TW01-CT02,,False
