event_time,site_cam,audio_path,modality,event_type,sensor_id,confidence,top_species,top_confidence,top_start_time,top_end_time
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_213902.wav,audio,audio_clip,TW05-SM01,0.9996552467346193,Haliaeetus leucocephalus_Bald Eagle,0.9996552467346193,144.0,147.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250701_170000.wav,audio,audio_clip,TW06-SM03,0.9984179735183716,Chaetura pelagica_Chimney Swift,0.9984179735183716,183.0,186.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_202402.wav,audio,audio_clip,TW05-SM01,0.6971296668052673,Haliaeetus leucocephalus_Bald Eagle,0.6971296668052673,246.0,249.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_063302.wav,audio,audio_clip,TW05-SM01,0.434190571308136,Zenaida macroura_Mourning Dove,0.434190571308136,87.0,90.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_065302.wav,audio,audio_clip,TW05-SM01,0.9558534622192384,Ixobrychus exilis_Least Bittern,0.9558534622192384,252.0,255.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_062802.wav,audio,audio_clip,TW05-SM01,0.874504029750824,Charadrius vociferus_Killdeer,0.874504029750824,93.0,96.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_064802.wav,audio,audio_clip,TW05-SM01,0.4212283194065094,Zenaida macroura_Mourning Dove,0.4212283194065094,30.0,33.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250703_110000.wav,audio,audio_clip,TW06-SM03,0.7198376655578613,Anser anser_Graylag Goose,0.7198376655578613,270.0,273.0
2025-06-30 20:25:07,TW06-SM03,thewilds_bioacousticmonitors_full\TW06-SM03\SD03_20250630_20250703\SM03_20250701_080000.wav,audio,audio_clip,TW06-SM03,0.9990031123161316,Hirundo rustica_Barn Swallow,0.9990031123161316,93.0,96.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250701_160000.wav,audio,audio_clip,TW08-SM04,0.4296891987323761,Melospiza georgiana_Swamp Sparrow,0.4296891987323761,39.0,42.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250703_120000.wav,audio,audio_clip,TW08-SM04,0.4903604984283447,Sturnella magna_Eastern Meadowlark,0.4903604984283447,210.0,213.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250702_200402.wav,audio,audio_clip,TW05-SM01,0.6635720133781433,Zenaida macroura_Mourning Dove,0.6635720133781433,9.0,12.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_201402.wav,audio,audio_clip,TW05-SM01,0.9914587140083312,Charadrius vociferus_Killdeer,0.9914587140083312,45.0,48.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250703_030000.wav,audio,audio_clip,TW08-SM04,0.7039490938186646,Locustella luscinioides_Savi's Warbler,0.7039490938186646,207.0,210.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_063802.wav,audio,audio_clip,TW05-SM01,0.776336669921875,Turdus migratorius_American Robin,0.776336669921875,225.0,228.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250701_220000.wav,audio,audio_clip,TW08-SM04,0.8274013996124268,Dryophytes versicolor_Gray Treefrog,0.8274013996124268,213.0,216.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250703_062402.wav,audio,audio_clip,TW05-SM01,0.3666942715644836,Colinus virginianus_Northern Bobwhite,0.3666942715644836,171.0,174.0
2025-06-30 20:25:07,TW05-SM01,thewilds_bioacousticmonitors_full\TW05-SM01\SD01_20250630_20250703\SM001_20250701_210902.wav,audio,audio_clip,TW05-SM01,0.6875827312469482,Tyrannus forficatus_Scissor-tailed Flycatcher,0.6875827312469482,150.0,153.0
2025-06-30 20:25:07,TW08-SM04,thewilds_bioacousticmonitors_full\TW08-SM04\SD04_20250630_20250703\SM04_20250701_000000.wav,audio,audio_clip,TW08-SM04,0.5065516829490662,Scytalopus stilesi_Stiles's Tapaculo,0.5065516829490662,87.0,90.0
