scenario,policy,camera_rate_per_hour,audio_rate_per_hour,cpu_util_percent,gpu_util_percent,aggregate_util_percent,single_node_feasibility
busy,adaptive,152.36249999999998,30.0,15.88123858333333,0.21504688722916002,16.0962854705625,safe
busy,priority_based,152.36249999999998,30.0,15.88123858333333,0.16353871260416,16.0447772959375,safe
busy,process_all,152.36249999999998,30.0,15.88123858333333,0.42107958572916004,16.3023181690625,safe
nominal,adaptive,103.04454745443118,12.0,6.35249543333333,0.14543873443933,6.49793416777267,safe
nominal,priority_based,103.04454745443118,12.0,6.35249543333333,0.11060315124506,6.4630985845784,safe
nominal,process_all,103.04454745443118,12.0,6.35249543333333,0.28478106721641,6.637276500549751,safe
worst_case,adaptive,172.75,60.0,31.76247716666667,0.24382213319444,32.006299299861105,safe
worst_case,priority_based,172.75,60.0,31.76247716666667,0.18542169236111,31.94789885902778,safe
worst_case,process_all,172.75,60.0,31.76247716666667,0.47742389652777,32.239901063194445,safe
