audio_path,top_species,top_confidence,top_start_time,top_end_time
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250703_050000.wav,Ammodramus savannarum_Grasshopper Sparrow,0.9104808568954468,180.0,183.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_160000.wav,Passerculus sandwichensis_Savannah Sparrow,0.995025098323822,87.0,90.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_200402.wav,Coccyzus americanus_Yellow-billed Cuckoo,0.8440513014793396,9.0,12.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_050000.wav,Hirundo rustica_Barn Swallow,0.8728832602500916,21.0,24.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250701_220000.wav,Phoenicopterus roseus_Greater Flamingo,0.9447920918464661,162.0,165.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250703_061902.wav,Lophodytes cucullatus_Hooded Merganser,0.47367995977401733,3.0,6.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250630_214902.wav,Megascops asio_Eastern Screech-Owl,0.9518969655036926,255.0,258.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250630_160000.wav,Spinus spinus_Eurasian Siskin,0.1413113921880722,75.0,78.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_211402.wav,Turdus migratorius_American Robin,0.9606614112854004,294.0,297.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_150000.wav,Hirundo rustica_Barn Swallow,0.9665342569351196,297.0,300.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_062302.wav,Haliaeetus leucocephalus_Bald Eagle,0.9175769686698914,180.0,183.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250630_200000.wav,Passerculus sandwichensis_Savannah Sparrow,0.983442485332489,72.0,75.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_070000.wav,Dolichonyx oryzivorus_Bobolink,0.9620709419250488,132.0,135.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_200902.wav,Charadrius vociferus_Killdeer,0.9831058382987976,297.0,297.99466666666666
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_055802.wav,Geothlypis trichas_Common Yellowthroat,0.644809901714325,123.0,126.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250630_215402.wav,Anhinga anhinga_Anhinga,0.5934837460517883,225.0,228.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_213902.wav,Charadrius vociferus_Killdeer,0.9851484298706055,9.0,12.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250630_180000.wav,Hirundo rustica_Barn Swallow,0.9957412481307983,183.0,186.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250701_220000.wav,Dryophytes versicolor_Gray Treefrog,0.8274013996124268,213.0,216.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250703_030000.wav,Locustella luscinioides_Savi's Warbler,0.7039490938186646,207.0,210.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_201402.wav,Charadrius vociferus_Killdeer,0.9914587140083313,45.0,48.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_200402.wav,Zenaida macroura_Mourning Dove,0.6635720133781433,9.0,12.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250703_120000.wav,Sturnella magna_Eastern Meadowlark,0.4903604984283447,210.0,213.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250701_160000.wav,Melospiza georgiana_Swamp Sparrow,0.4296891987323761,39.0,42.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250701_080000.wav,Hirundo rustica_Barn Swallow,0.9990031123161316,93.0,96.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250703_110000.wav,Anser anser_Graylag Goose,0.7198376655578613,270.0,273.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_064802.wav,Zenaida macroura_Mourning Dove,0.4212283194065094,30.0,33.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_062802.wav,Charadrius vociferus_Killdeer,0.874504029750824,93.0,96.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_065302.wav,Ixobrychus exilis_Least Bittern,0.9558534622192383,252.0,255.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_063302.wav,Zenaida macroura_Mourning Dove,0.434190571308136,87.0,90.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_202402.wav,Haliaeetus leucocephalus_Bald Eagle,0.6971296668052673,246.0,249.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250701_170000.wav,Chaetura pelagica_Chimney Swift,0.9984179735183716,183.0,186.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_213902.wav,Haliaeetus leucocephalus_Bald Eagle,0.9996552467346191,144.0,147.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_010000.wav,Ardea alba_Great Egret,0.7581458687782288,114.0,117.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250630_200000.wav,Hirundo rustica_Barn Swallow,0.9612897038459778,105.0,108.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250702_140000.wav,Geothlypis trichas_Common Yellowthroat,0.7246862053871155,147.0,150.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250701_110000.wav,Spinus spinus_Eurasian Siskin,0.17743101716041565,42.0,45.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250630_212902.wav,Turdus philomelos_Song Thrush,0.9148344993591309,177.0,180.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250701_010000.wav,Coccyzus americanus_Yellow-billed Cuckoo,0.6555697917938232,216.0,219.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250701_080000.wav,Ammodramus savannarum_Grasshopper Sparrow,0.8041172027587891,261.0,264.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_063802.wav,Turdus migratorius_American Robin,0.776336669921875,225.0,228.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250703_062402.wav,Colinus virginianus_Northern Bobwhite,0.36669427156448364,171.0,174.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_080000.wav,Icterus spurius_Orchard Oriole,0.7806646823883057,180.0,183.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_210902.wav,Tyrannus forficatus_Scissor-tailed Flycatcher,0.6875827312469482,150.0,153.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250701_050000.wav,Ammodramus savannarum_Grasshopper Sparrow,0.7650639414787292,201.0,204.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_214902.wav,Charadrius vociferus_Killdeer,0.99762362241745,114.0,117.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250701_110000.wav,Aegolius acadicus_Northern Saw-whet Owl,0.6419601440429688,270.0,273.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_214402.wav,Charadrius vociferus_Killdeer,0.9785995483398438,87.0,90.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250701_090000.wav,Charadrius vociferus_Killdeer,0.9779044389724731,204.0,207.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250702_040000.wav,Tyto alba_Barn Owl,0.1791527271270752,147.0,150.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250702_130000.wav,Icterus spurius_Orchard Oriole,0.584240734577179,276.0,279.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_203902.wav,Melanerpes erythrocephalus_Red-headed Woodpecker,0.9982715845108032,216.0,219.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250701_210000.wav,Passerculus sandwichensis_Savannah Sparrow,0.9792641997337341,192.0,195.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_055802.wav,Colinus virginianus_Northern Bobwhite,0.5069814324378967,69.0,72.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250703_130000.wav,Passerculus sandwichensis_Savannah Sparrow,0.9915044903755188,111.0,114.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_180000.wav,Hirundo rustica_Barn Swallow,0.9985044002532959,63.0,66.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250702_200000.wav,Phasianus colchicus_Ring-necked Pheasant,0.6737428903579712,129.0,132.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250630_210902.wav,Turdus migratorius_American Robin,0.8439190983772278,117.0,120.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_204902.wav,Geothlypis trichas_Common Yellowthroat,0.8173492550849915,174.0,177.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250703_080000.wav,Hirundo rustica_Barn Swallow,0.9649176597595215,51.0,54.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250630_203902.wav,Ardea alba_Great Egret,0.7361723780632019,213.0,216.0
thewilds_bioacousticmonitors_full/TW06-SM03/SD03_20250630_20250703/SM03_20250703_040000.wav,Locustella luscinioides_Savi's Warbler,0.8470893502235413,204.0,207.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_054302.wav,Zenaida macroura_Mourning Dove,0.6852753758430481,273.0,276.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250702_202902.wav,Turdus migratorius_American Robin,0.5101966857910156,207.0,210.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250701_000000.wav,Scytalopus stilesi_Stiles's Tapaculo,0.5065516829490662,87.0,90.0
thewilds_bioacousticmonitors_full/TW08-SM04/SD04_20250630_20250703/SM04_20250703_070000.wav,Columbina passerina_Common Ground Dove,0.6815640330314636,99.0,102.0
thewilds_bioacousticmonitors_full/TW05-SM01/SD01_20250630_20250703/SM001_20250701_202902.wav,Zenaida macroura_Mourning Dove,0.5303423404693604,27.0,30.0
